td_orbit_name,partner_mode,partner_notes,realistic_link,stt_status,align_sun_mean,align_vel_mean,align_nadir_mean,stt_norm_mean,legacy_norm_mean,csv,png
LTAN06_800km_1213COLD_MY_SUN,isl_along_track,LCT~along-track; ISL range=800 km,True,ready,0.9118688587122424,1.0,0.9194614882166242,284.75866334051796,284.7586633405179,C:\Users\hidek\repository\thermal-deformation-optcomm\results\orbit\sentinel1_tle_vs_pod\orbit_error_stt_LTAN06_800km_1213COLD_MY_SUN.csv,C:\Users\hidek\repository\thermal-deformation-optcomm\results\orbit\sentinel1_tle_vs_pod\orbit_error_stt_LTAN06_800km_1213COLD_MY_SUN_3orbits.png
LTAN06_800km_1213COLD_PX_SUN,ground_nadir,LCT~nadir; ground range~altitude=695 km,True,ready,0.9118688587122424,1.0,0.9194614882166242,694.3607445417098,284.7586633405179,C:\Users\hidek\repository\thermal-deformation-optcomm\results\orbit\sentinel1_tle_vs_pod\orbit_error_stt_LTAN06_800km_1213COLD_PX_SUN.csv,C:\Users\hidek\repository\thermal-deformation-optcomm\results\orbit\sentinel1_tle_vs_pod\orbit_error_stt_LTAN06_800km_1213COLD_PX_SUN_3orbits.png
LTAN06_800km_1213COLD_PY_SUN,isl_along_track,LCT~anti-along-track; ISL range=800 km,True,ready,0.9118688587122424,1.0,0.9194614882166242,284.75866334051796,284.7586633405179,C:\Users\hidek\repository\thermal-deformation-optcomm\results\orbit\sentinel1_tle_vs_pod\orbit_error_stt_LTAN06_800km_1213COLD_PY_SUN.csv,C:\Users\hidek\repository\thermal-deformation-optcomm\results\orbit\sentinel1_tle_vs_pod\orbit_error_stt_LTAN06_800km_1213COLD_PY_SUN_3orbits.png
LTAN06_800km_1213COLD_MX_SUN,zenith_proxy,LCT~zenith; angle math OK but not a realistic Earth/ISL link,False,ready_unrealistic_link,0.9118688587122424,1.0,0.9194614882166242,611.9942941002632,284.7586633405179,C:\Users\hidek\repository\thermal-deformation-optcomm\results\orbit\sentinel1_tle_vs_pod\orbit_error_stt_LTAN06_800km_1213COLD_MX_SUN.csv,C:\Users\hidek\repository\thermal-deformation-optcomm\results\orbit\sentinel1_tle_vs_pod\orbit_error_stt_LTAN06_800km_1213COLD_MX_SUN_3orbits.png
LTAN06_800km_HOT_MY_SUN,isl_along_track,LCT~along-track; ISL range=800 km,True,ready,0.9118688587122424,1.0,0.9194614882166242,284.75866334051796,284.7586633405179,C:\Users\hidek\repository\thermal-deformation-optcomm\results\orbit\sentinel1_tle_vs_pod\orbit_error_stt_LTAN06_800km_HOT_MY_SUN.csv,C:\Users\hidek\repository\thermal-deformation-optcomm\results\orbit\sentinel1_tle_vs_pod\orbit_error_stt_LTAN06_800km_HOT_MY_SUN_3orbits.png
LTAN18_693km_SENTINEL1_MY_SUN,isl_along_track,LCT~along-track; ISL range=800 km,True,ready,0.9103381152813829,1.0,0.9206665570392553,290.05525694114954,290.0552569411495,C:\Users\hidek\repository\thermal-deformation-optcomm\results\orbit\sentinel1_tle_vs_pod\orbit_error_stt_LTAN18_693km_SENTINEL1_MY_SUN.csv,C:\Users\hidek\repository\thermal-deformation-optcomm\results\orbit\sentinel1_tle_vs_pod\orbit_error_stt_LTAN18_693km_SENTINEL1_MY_SUN_3orbits.png
